name,occurences,%
Lava-Forged Scepter of Suffering,1,0.001
Engraved Necklace of Doom,3,0.003
Ancient Mace of Arcane,2,0.002
Enchanted Necklace,4,0.004
Reinforced Greater Wand of Souls,2,0.002
Possessed Pendant of Shadows,4,0.004
Demonic Greater Wand of Arcane,1,0.001
Dragonscale Ring of Souls,7,0.006999999999999999
Short Bow of Wit,2,0.002
Cast Iron Quarterstaff,1,0.001
Wood Boots of Pain,12,0.012
Crystal Choker of Arcane,5,0.005
Mystic Dagger of Might,1,0.001
Rapier of Brilliance,4,0.004
Cast Iron Long Bow of Wit,1,0.001
Divine Bracer of Void,4,0.004
Reinforced Short Bow of Might,3,0.003
Plague Bracer of Light,7,0.006999999999999999
Worn Choker of Might,2,0.002
Cracked Mace of Destruction,2,0.002
Worn Choker of Storms,6,0.006
Dragonscale Amulet,2,0.002
Bronze Double Bow of Light,2,0.002
Cast Iron Double Bow of Doom,2,0.002
Shadow Scepter of Skill,1,0.001
Mystic Greater Wand of Souls,2,0.002
Engraved Choker of Vengeance,5,0.005
Reinforced Double Bow of Skill,4,0.004
Crystal Necklace of Storms,4,0.004
Worn Bracer of Brilliance,6,0.006
Silver Amulet of Destruction,1,0.001
Lava-Forged Fire Flame of Wit,1,0.001
Reinforced Rapier of Fiery Might,2,0.002
Lava-Forged Short Bow of Skill,1,0.001
Steel Quarterstaff of Might,1,0.001
Crimson Bracelet of Arcane,3,0.003
Mystic Fire Flame,2,0.002
Cracked Wand of Void,3,0.003
Engraved Ring of Skill,3,0.003
Bronze Greater Wand of Shadows,1,0.001
Dragonscale Shoes of Void,13,0.013
Crimson Bracelet of Shadows,5,0.005
Wood Warhammer of Moon,1,0.001
Bear Paws of Storms,8,0.008
Worn Quarterstaff of Torment,2,0.002
Necklace of Warding,4,0.004
Demonic Greater Wand of Suffering,3,0.003
Wood Long Sword of Suffering,2,0.002
Wood Staff of Healing,2,0.002
Bronze Necklace of Doom,6,0.006
Bear Paws of Arcane,7,0.006999999999999999
Worn Pendant of Light,1,0.001
Bronze Spear of Might,1,0.001
Demonic Axe of Warding,1,0.001
Lava-Forged Long Bow of Fiery Might,2,0.002
Ancient Boots of Warding,8,0.008
Cast Iron Dagger of Wit,1,0.001
Bronze Rapier of Arcane,2,0.002
Spear of Torment,1,0.001
Gold Bracelet of Fiery Might,7,0.006999999999999999
Steel Greater Wand of Fiery Might,2,0.002
Bronze Ice Flame of Wit,1,0.001
Cast Iron Ice Flame of Fiery Might,2,0.002
Mace of Moon,4,0.004
Shadow Tome of Warding,5,0.005
Possessed Necklace of Destruction,1,0.001
Champion Dagger of Vengeance,2,0.002
Cast Iron Axe of Doom,1,0.001
Enflamed Bracer of Skill,3,0.003
Short Bow of Skill,2,0.002
Lava-Forged Mace of Sun,4,0.004
True Ring of Lightning,7,0.006999999999999999
Worn Mace of Insanity,2,0.002
Reinforced Shoes of Suffering,8,0.008
Enchanted Amulet of Destruction,4,0.004
Steel Scythe of Pain,1,0.001
Bronze Wand of Brilliance,1,0.001
Bronze Choker of Destruction,4,0.004
Steel Rapier of Insanity,2,0.002
Possessed Bracer of Torment,4,0.004
Bronze Ice Flame of Rage,3,0.003
Possessed Bracer of Light,2,0.002
Champion Wand of Warding,3,0.003
Crystal Bracelet of Torment,8,0.008
Forged Ice Flame of Abyss,3,0.003
Reinforced Spear of Souls,1,0.001
Engraved Pendant of Storms,4,0.004
Bronze Short Bow of Souls,1,0.001
Silver Pendant of Insanity,2,0.002
Worn Staff of Brilliance,4,0.004
Divine Cloak of Storms,5,0.005
Worn Ring of Lightning,3,0.003
True Pendant of Lightning,4,0.004
Demonic Morningstar of Shadows,1,0.001
Wood Long Bow of Brilliance,1,0.001
Lion Paws of Suffering,10,0.01
Shadow Double Bow of Warding,1,0.001
Silk Shirt of Storms,15,0.015
Ancient Dagger of Abyss,2,0.002
Elemental Amulet of Warding,3,0.003
Reinforced Axe of Light,5,0.005
Lava-Forged Choker of Pain,3,0.003
Worn Mace of Brilliance,1,0.001
Cracked Spear of Rage,1,0.001
Steel Double Bow of Lightning,2,0.002
Wood Wand of Void,1,0.001
Shadow Scepter of Abyss,1,0.001
Engraved Choker of Shadows,6,0.006
Ancient Dagger of Vengeance,2,0.002
Possessed Bracelet of Souls,5,0.005
Champion Scythe of Pain,2,0.002
Exquisite Choker of Souls,4,0.004
Jacket of Lightning,12,0.012
Divine Choker of Rage,4,0.004
Worn Scythe of Storms,3,0.003
Double Bow of Insanity,1,0.001
Lava-Forged Axe of Pain,1,0.001
Bronze Scythe of Void,2,0.002
Possessed Bracer of Warding,3,0.003
Plague Necklace of Souls,5,0.005
Cast Iron Tome of Might,1,0.001
Silver Choker of Shadows,6,0.006
Wood Club of Vengeance,1,0.001
Possessed Amulet of Souls,4,0.004
Steel Long Bow of Suffering,1,0.001
Lava-Forged Necklace of Void,2,0.002
Cast Iron Halberd of Warding,1,0.001
Demon Chest of Warding,7,0.006999999999999999
Ancient Morningstar of Sun,4,0.004
Champion Spear of Fiery Might,1,0.001
Steel Spear of Rage,2,0.002
Cracked Long Sword of Vengeance,1,0.001
Cracked Short Bow of Arcane,3,0.003
Diamond Ring of Torment,5,0.005
Silver Necklace of Destruction,3,0.003
Wood Long Sword of Destruction,1,0.001
Ancient Scepter of Doom,3,0.003
Gold Necklace of Light,5,0.005
Cast Iron Warhammer of Moon,2,0.002
Silver Bracer of Destruction,5,0.005
Diamond Choker of Doom,7,0.006999999999999999
Cracked Short Bow of Might,2,0.002
Enchanted Amulet of Void,3,0.003
Demonic Ice Flame of Doom,1,0.001
Wood Mace of Pain,3,0.003
Lava-Forged Morningstar,2,0.002
Wood Scythe of Insanity,2,0.002
Bronze Amulet of Might,5,0.005
Long Sword of Arcane,1,0.001
Ancient Slippers of Torment,9,0.009000000000000001
Plague Bracer of Torment,7,0.006999999999999999
Ancient Long Bow of Pain,3,0.003
Exquisite Pendant of Rage,7,0.006999999999999999
Lava-Forged Morningstar of Might,2,0.002
Shadow Ice Flame of Arcane,2,0.002
Lion Paws,11,0.011000000000000001
Elemental Bracelet of Void,4,0.004
Cryptic Pendant of Brilliance,4,0.004
Lava-Forged Rapier of Shadows,3,0.003
Bronze Boots of Storms,9,0.009000000000000001
Sage Bracelet of Insanity,7,0.006999999999999999
Sage Amulet of Brilliance,4,0.004
Worn Dagger of Light,2,0.002
Enchanted Choker of Brilliance,4,0.004
Demonic Scepter of Fiery Might,1,0.001
Necklace of Sun,6,0.006
Forged Short Bow of Lightning,2,0.002
Lava-Forged Necklace of Souls,4,0.004
Steel Greater Wand of Doom,2,0.002
Diamond Amulet of Rage,3,0.003
Cast Iron Ice Flame of Arcane,3,0.003
True Bracelet of Insanity,5,0.005
True Amulet of Light,3,0.003
Crystal Choker of Might,4,0.004
Demonic Quarterstaff of Moon,1,0.001
Wood Staff of Arcane,3,0.003
Wool Slippers of Might,9,0.009000000000000001
Wood Mace,2,0.002
Champion Axe of Lightning,4,0.004
Demonic Staff of Light,1,0.001
Choker of Sun,6,0.006
Cast Iron Spear of Void,2,0.002
Demonic Quarterstaff of Abyss,2,0.002
Cracked Scythe,2,0.002
Wood Warhammer of Fiery Might,1,0.001
Wood Morningstar of Moon,1,0.001
Lava-Forged Greater Wand of Vengeance,1,0.001
Demonic Axe of Moon,1,0.001
True Bracer of Abyss,4,0.004
Cryptic Choker of Insanity,1,0.001
Wood Halberd of Suffering,1,0.001
Cracked Scythe of Light,1,0.001
Worn Necklace of Souls,5,0.005
Bronze Long Bow of Torment,1,0.001
Wood Club of Insanity,2,0.002
Divine Bracer of Doom,6,0.006
Worn Ice Flame of Doom,1,0.001
Elemental Amulet of Void,6,0.006
Demonic Wand of Shadows,2,0.002
Dragonscale Shoes of Insanity,10,0.01
Steel Tome of Lightning,3,0.003
Champion Spear of Brilliance,1,0.001
Silver Necklace of Pain,3,0.003
Short Bow of Void,1,0.001
Elemental Choker of Sun,4,0.004
Wood Halberd of Light,2,0.002
Elemental Pendant of Moon,5,0.005
Worn Short Bow of Storms,2,0.002
Cryptic Necklace of Arcane,2,0.002
Forged Wand of Sun,1,0.001
Bracelet of Moon,6,0.006
Forged Dagger of Sun,3,0.003
Shirt of Skill,6,0.006
Cracked Spear of Brilliance,5,0.005
Tome of Void,1,0.001
Divine Cloak of Souls,7,0.006999999999999999
Champion Scythe of Vengeance,3,0.003
Arcane Breastplate of Torment,11,0.011000000000000001
Possessed Pendant of Moon,5,0.005
Demonic Morningstar,2,0.002
True Necklace of Suffering,3,0.003
Shadow Scepter of Warding,1,0.001
Cast Iron Short Bow of Suffering,1,0.001
Champion Morningstar of Moon,3,0.003
True Amulet of Shadows,4,0.004
Shadow Tome of Brilliance,1,0.001
Champion Long Sword of Abyss,2,0.002
Shadow Double Bow of Brilliance,1,0.001
Mystic Greater Wand of Rage,1,0.001
Short Bow of Lightning,1,0.001
Ring of Healing,3,0.003
Forged Short Bow of Torment,1,0.001
Worn Bracer of Doom,8,0.008
Champion Long Sword of Sun,2,0.002
Leather Slippers of Doom,10,0.01
Shadow Spear of Sun,1,0.001
Ancient Tome of Abyss,1,0.001
Elemental Ring of Suffering,8,0.008
Diamond Necklace of Destruction,4,0.004
Cracked Fire Flame of Vengeance,2,0.002
Mystic Double Bow of Arcane,1,0.001
Scepter of Warding,1,0.001
Cryptic Necklace of Torment,1,0.001
Champion Short Bow of Shadows,1,0.001
Jacket of Storms,10,0.01
Reinforced Halberd of Skill,1,0.001
Silver Necklace of Might,3,0.003
Ancient Wand of Rage,1,0.001
Dagger of Wit,1,0.001
Bronze Halberd of Wit,3,0.003
Dragonscale Bracer of Healing,6,0.006
Gold Amulet of Skill,5,0.005
Cracked Rapier of Doom,2,0.002
Lava-Forged Morningstar of Suffering,2,0.002
Wood Long Bow of Void,1,0.001
Possessed Ring,1,0.001
Shadow Dagger of Abyss,3,0.003
Silver Amulet of Abyss,6,0.006
Ancient Slippers of Lightning,7,0.006999999999999999
Worn Club,2,0.002
Divine Ring of Doom,7,0.006999999999999999
Leather Breastplate of Rage,6,0.006
Sage Amulet of Arcane,4,0.004
Reinforced Mace of Destruction,1,0.001
Engraved Pendant of Pain,3,0.003
Shadow Halberd of Storms,1,0.001
Shadow Long Sword of Abyss,1,0.001
Lava-Forged Bracelet of Wit,7,0.006999999999999999
Gold Choker of Abyss,4,0.004
Ancient Spear of Warding,3,0.003
Divine Bracelet of Healing,3,0.003
Engraved Choker of Torment,3,0.003
Lion Chest of Suffering,11,0.011000000000000001
Silver Amulet of Brilliance,4,0.004
Shadow Quarterstaff of Abyss,1,0.001
Forged Short Bow of Vengeance,2,0.002
Bronze Necklace of Brilliance,9,0.009000000000000001
Lava-Forged Scythe of Healing,1,0.001
Forged Mace of Insanity,1,0.001
Wood Dagger,1,0.001
Cracked Rapier of Light,2,0.002
Lava-Forged Dagger of Shadows,3,0.003
Cast Iron Long Bow of Storms,2,0.002
Forged Warhammer of Rage,1,0.001
Worn Necklace of Pain,5,0.005
Shadow Morningstar of Destruction,1,0.001
Bronze Double Bow of Void,1,0.001
Shadow Scythe of Lightning,1,0.001
Crystal Bracer of Warding,7,0.006999999999999999
Demonic Warhammer of Skill,2,0.002
Gold Bracelet of Brilliance,2,0.002
Reinforced Tome of Lightning,3,0.003
Enflamed Ring of Rage,1,0.001
Diamond Pendant of Rage,1,0.001
Steel Club of Destruction,1,0.001
Reinforced Short Bow of Abyss,1,0.001
True Bracer of Shadows,6,0.006
Enchanted Pendant of Light,6,0.006
Crystal Necklace of Skill,2,0.002
Lava-Forged Scepter of Warding,1,0.001
Worn Pendant of Pain,8,0.008
Demonic Halberd of Vengeance,2,0.002
Reinforced Long Sword of Destruction,2,0.002
Reinforced Staff of Rage,1,0.001
Lava-Forged Bracelet,8,0.008
Lava-Forged Amulet of Vengeance,2,0.002
Lava-Forged Tome of Healing,1,0.001
Cast Iron Ice Flame of Shadows,1,0.001
Champion Dagger of Lightning,3,0.003
Crystal Bracer of Sun,5,0.005
Bronze Halberd of Suffering,3,0.003
Wood Double Bow of Rage,2,0.002
Shadow Warhammer of Suffering,4,0.004
Plague Bracer of Pain,7,0.006999999999999999
Shadow Mace of Warding,2,0.002
Divine Amulet of Wit,7,0.006999999999999999
Champion Scythe of Moon,2,0.002
Steel Ice Flame of Skill,2,0.002
Lava-Forged Amulet of Suffering,4,0.004
Bronze Ice Flame of Abyss,2,0.002
Cracked Boots of Storms,13,0.013
Steel Spear of Doom,2,0.002
Dragonscale Bracelet of Void,4,0.004
Champion Mace of Abyss,1,0.001
Wood Scythe of Wit,2,0.002
Shadow Tome of Wit,3,0.003
Plague Ring of Void,6,0.006
Steel Mace of Souls,1,0.001
Dragonscale Bracelet of Souls,2,0.002
Sage Necklace of Shadows,4,0.004
Enchanted Necklace of Healing,2,0.002
Demonic Morningstar of Moon,2,0.002
Werewolf Chest of Light,9,0.009000000000000001
Champion Greater Wand of Moon,3,0.003
Wood Quarterstaff of Abyss,1,0.001
Sage Ring of Sun,5,0.005
Demonic Club of Might,1,0.001
Mystic Warhammer of Shadows,1,0.001
Reinforced Mace of Light,5,0.005
Imbued Pendant of Storms,6,0.006
Diamond Bracer of Healing,7,0.006999999999999999
Forged Ice Flame of Healing,2,0.002
Gold Amulet of Torment,5,0.005
Bronze Quarterstaff of Suffering,4,0.004
Cryptic Amulet of Torment,3,0.003
Wood Ice Flame of Warding,1,0.001
Imbued Necklace of Doom,7,0.006999999999999999
Cast Iron Fire Flame of Torment,3,0.003
Engraved Bracelet of Healing,6,0.006
Cast Iron Ice Flame of Insanity,3,0.003
Enchanted Pendant of Rage,3,0.003
Shadow Long Bow of Warding,4,0.004
Lava-Forged Ring of Warding,6,0.006
Fire Flame of Torment,1,0.001
Cast Iron Fire Flame of Might,2,0.002
Cryptic Ring of Storms,7,0.006999999999999999
Worn Short Bow of Souls,2,0.002
Crimson Pendant of Insanity,4,0.004
Forged Spear of Skill,3,0.003
Exquisite Necklace,2,0.002
Mystic Long Sword of Shadows,2,0.002
Shadow Spear of Light,1,0.001
Cryptic Choker of Shadows,2,0.002
Shadow Club of Rage,1,0.001
Diamond Amulet of Might,6,0.006
Forged Long Sword of Souls,1,0.001
Wool Slippers of Pain,11,0.011000000000000001
Plague Bracelet of Lightning,4,0.004
Sage Pendant of Abyss,2,0.002
Ancient Dagger of Suffering,1,0.001
Worn Necklace of Lightning,3,0.003
Forged Dagger of Warding,1,0.001
Bronze Amulet of Vengeance,4,0.004
Lava-Forged Quarterstaff of Wit,1,0.001
Worn Staff of Souls,1,0.001
Elemental Bracelet of Vengeance,2,0.002
Champion Long Sword of Lightning,3,0.003
Crystal Amulet of Light,4,0.004
Steel Warhammer of Moon,2,0.002
Ancient Boots of Torment,10,0.01
Elemental Choker of Arcane,6,0.006
Divine Bracelet of Sun,5,0.005
Demonic Mace of Wit,1,0.001
Possessed Ring of Suffering,10,0.01
Ice Flame of Shadows,4,0.004
Mystic Tome of Light,1,0.001
Demonic Club of Lightning,6,0.006
Sage Necklace of Might,6,0.006
Crystal Ring of Might,3,0.003
Cast Iron Long Sword of Torment,3,0.003
Engraved Necklace of Souls,2,0.002
Bronze Double Bow of Torment,2,0.002
Divine Bracer of Might,5,0.005
Mystic Club of Insanity,1,0.001
Reinforced Scepter of Healing,3,0.003
Lava-Forged Amulet of Brilliance,4,0.004
Ancient Spear of Brilliance,2,0.002
Cast Iron Double Bow of Fiery Might,2,0.002
Ancient Tome of Skill,1,0.001
Arcane Breastplate of Insanity,8,0.008
Crimson Bracelet of Storms,5,0.005
Steel Morningstar of Souls,2,0.002
Possessed Pendant of Storms,4,0.004
Reinforced Long Sword of Arcane,1,0.001
Engraved Ring of Vengeance,6,0.006
Ice Flame of Storms,1,0.001
Ancient Tome of Fiery Might,2,0.002
Lava-Forged Dagger of Moon,1,0.001
Steel Wand of Healing,2,0.002
Worn Bracer of Fiery Might,6,0.006
Cryptic Necklace of Souls,6,0.006
Ancient Scythe of Rage,1,0.001
Wool Slippers of Destruction,14,0.013999999999999999
Wood Scepter of Pain,2,0.002
Gold Bracer of Destruction,4,0.004
Gold Bracelet of Vengeance,1,0.001
True Necklace of Skill,3,0.003
Steel Spear of Wit,1,0.001
Reinforced Wand of Arcane,5,0.005
True Bracer of Skill,4,0.004
Cracked Warhammer of Insanity,1,0.001
Lava-Forged Mace of Insanity,1,0.001
Sage Choker of Might,2,0.002
Wood Scythe of Suffering,2,0.002
Bronze Spear of Souls,2,0.002
Gold Necklace of Void,2,0.002
Worn Ring of Arcane,5,0.005
Cracked Greater Wand of Insanity,1,0.001
Shadow Boots of Torment,11,0.011000000000000001
Champion Boots of Void,10,0.01
Silver Bracelet of Vengeance,4,0.004
Forged Scythe of Light,3,0.003
Lava-Forged Rapier of Souls,2,0.002
Steel Short Bow of Pain,1,0.001
Steel Scepter of Destruction,2,0.002
Reinforced Warhammer of Light,2,0.002
Forged Tome of Skill,2,0.002
Wood Rapier of Wit,2,0.002
Lava-Forged Boots of Skill,11,0.011000000000000001
Cracked Long Bow of Skill,3,0.003
Dragonscale Bracer of Destruction,6,0.006
Worn Halberd of Skill,2,0.002
Champion Staff of Destruction,1,0.001
Lava-Forged Rapier of Lightning,2,0.002
Exquisite Ring of Insanity,4,0.004
Worn Pendant of Warding,2,0.002
Bronze Fire Flame of Lightning,3,0.003
Champion Ice Flame of Destruction,1,0.001
Engraved Necklace of Vengeance,5,0.005
Lava-Forged Dagger of Brilliance,1,0.001
Bronze Warhammer of Light,1,0.001
Mystic Slippers of Rage,6,0.006
Plague Pendant of Light,7,0.006999999999999999
Cast Iron Morningstar of Rage,3,0.003
Ancient Ice Flame of Arcane,2,0.002
Bronze Quarterstaff of Sun,2,0.002
Bracelet of Void,4,0.004
Shadow Morningstar of Lightning,1,0.001
Dragonscale Choker of Suffering,4,0.004
Cast Iron Mace of Void,2,0.002
Divine Bracer of Skill,4,0.004
Dragonscale Pendant of Rage,5,0.005
Shadow Scythe of Pain,2,0.002
Exquisite Necklace of Abyss,3,0.003
Worn Ice Flame of Healing,2,0.002
Steel Greater Wand of Arcane,1,0.001
Ancient Spear of Storms,1,0.001
Enchanted Amulet of Pain,3,0.003
Cracked Dagger of Rage,3,0.003
Enchanted Bracelet of Void,6,0.006
Dragonscale Choker of Sun,6,0.006
Reinforced Short Bow of Fiery Might,1,0.001
Worn Rapier of Destruction,2,0.002
Dragonscale Bracelet of Sun,4,0.004
Cracked Spear of Suffering,2,0.002
Diamond Choker of Shadows,3,0.003
Steel Ice Flame of Doom,1,0.001
Forged Halberd of Arcane,1,0.001
Crimson Bracer of Suffering,3,0.003
Imbued Bracelet of Wit,5,0.005
Cast Iron Dagger of Souls,2,0.002
Engraved Bracelet of Light,5,0.005
Reinforced Morningstar of Moon,2,0.002
Mystic Club of Rage,3,0.003
Ancient Spear of Vengeance,3,0.003
True Ring of Abyss,4,0.004
Steel Fire Flame of Sun,1,0.001
Cast Iron Tome of Arcane,2,0.002
Mystic Staff of Abyss,1,0.001
Enflamed Pendant of Torment,3,0.003
Reinforced Rapier of Wit,2,0.002
Shadow Scythe of Fiery Might,1,0.001
Mystic Morningstar of Moon,2,0.002
Forged Axe of Abyss,1,0.001
Crystal Pendant of Vengeance,3,0.003
True Necklace of Fiery Might,4,0.004
Cast Iron Spear of Destruction,3,0.003
Steel Spear of Pain,1,0.001
Bronze Wand,2,0.002
Enflamed Pendant of Shadows,7,0.006999999999999999
Diamond Ring of Storms,5,0.005
Ancient Slippers of Insanity,8,0.008
Demonic Long Bow of Doom,2,0.002
Diamond Bracer of Arcane,3,0.003
Necklace of Shadows,5,0.005
Diamond Amulet,3,0.003
Steel Rapier of Skill,1,0.001
Long Sword of Rage,3,0.003
Cast Iron Club of Torment,2,0.002
Bronze Short Bow of Torment,1,0.001
Crystal Necklace of Vengeance,4,0.004
Mystic Long Sword of Wit,2,0.002
Bronze Ring of Destruction,4,0.004
Plague Amulet of Lightning,5,0.005
Shadow Quarterstaff of Pain,3,0.003
Gold Amulet of Fiery Might,4,0.004
Steel Quarterstaff of Storms,1,0.001
Crimson Choker of Skill,4,0.004
Wood Double Bow of Abyss,2,0.002
Champion Long Sword of Torment,3,0.003
Elemental Necklace of Souls,4,0.004
Steel Long Bow of Vengeance,2,0.002
Wood Ice Flame of Torment,1,0.001
Dragonscale Amulet of Suffering,4,0.004
Reinforced Short Bow of Moon,1,0.001
Ancient Warhammer of Lightning,2,0.002
Bronze Necklace of Suffering,3,0.003
Demonic Greater Wand of Pain,4,0.004
Forged Quarterstaff of Warding,1,0.001
Cryptic Bracelet of Healing,4,0.004
Ancient Ice Flame of Healing,1,0.001
Diamond Choker of Abyss,4,0.004
Gold Pendant of Torment,2,0.002
Quarterstaff of Pain,3,0.003
Forged Dagger of Skill,1,0.001
Champion Short Bow of Insanity,1,0.001
Ancient Slippers of Pain,10,0.01
Enflamed Ring of Doom,6,0.006
Champion Wand of Brilliance,1,0.001
Forged Warhammer of Healing,2,0.002
Pendant of Rage,4,0.004
Mystic Spear of Healing,2,0.002
Cast Iron Boots of Might,9,0.009000000000000001
Worn Halberd of Souls,2,0.002
Ancient Breastplate of Doom,9,0.009000000000000001
Ring of Might,7,0.006999999999999999
Shadow Scepter of Insanity,1,0.001
Wood Axe of Doom,2,0.002
Worn Halberd of Abyss,1,0.001
Enflamed Choker of Skill,4,0.004
Diamond Bracer of Light,5,0.005
Lava-Forged Long Sword of Sun,3,0.003
Ancient Ice Flame of Wit,2,0.002
Enchanted Amulet of Insanity,1,0.001
Mystic Warhammer of Storms,2,0.002
Divine Necklace of Suffering,6,0.006
Reinforced Halberd of Warding,1,0.001
Possessed Necklace of Rage,3,0.003
Quarterstaff of Wit,2,0.002
Crimson Pendant of Vengeance,3,0.003
Demonic Short Bow,4,0.004
Possessed Bracer of Doom,3,0.003
Crimson Necklace of Void,4,0.004
Lava-Forged Long Bow of Storms,1,0.001
Worn Bracer of Destruction,3,0.003
Forged Club of Arcane,2,0.002
Dragon Talons of Moon,6,0.006
Cryptic Bracelet of Void,4,0.004
Worn Bracer of Pain,4,0.004
Reinforced Scythe of Arcane,3,0.003
Bronze Short Bow of Storms,2,0.002
Engraved Bracer of Vengeance,4,0.004
Bronze Pendant of Warding,3,0.003
Reinforced Warhammer of Storms,1,0.001
Steel Halberd of Abyss,1,0.001
Demonic Spear of Torment,1,0.001
Diamond Choker of Insanity,4,0.004
Forged Spear of Might,1,0.001
Enchanted Amulet of Light,3,0.003
Bronze Ice Flame of Brilliance,4,0.004
Elemental Necklace of Fiery Might,3,0.003
Lava-Forged Long Bow of Rage,3,0.003
Possessed Bracelet of Storms,13,0.013
Diamond Choker,4,0.004
Shadow Morningstar of Healing,1,0.001
Steel Club of Brilliance,2,0.002
Double Bow of Souls,1,0.001
Dragonscale Ring of Lightning,7,0.006999999999999999
Possessed Amulet of Lightning,4,0.004
Cast Iron Spear of Doom,1,0.001
Plague Bracer of Insanity,2,0.002
Enchanted Bracelet of Doom,4,0.004
Demonic Quarterstaff of Might,3,0.003
Possessed Amulet of Insanity,5,0.005
Cracked Tome of Might,1,0.001
Fire Flame of Shadows,1,0.001
Possessed Choker of Warding,2,0.002
Forged Greater Wand of Healing,3,0.003
Reinforced Rapier of Might,2,0.002
Elemental Bracelet of Might,2,0.002
Scepter of Brilliance,1,0.001
Spear of Destruction,2,0.002
Cast Iron Morningstar of Brilliance,3,0.003
Cast Iron Club of Void,3,0.003
Ancient Mace of Destruction,2,0.002
Arcane Breastplate of Moon,11,0.011000000000000001
Cast Iron Dagger of Insanity,1,0.001
Divine Pendant of Brilliance,7,0.006999999999999999
Mystic Club of Might,2,0.002
Diamond Choker of Torment,4,0.004
Crystal Choker of Pain,4,0.004
Bronze Staff of Destruction,1,0.001
Cryptic Ring of Abyss,7,0.006999999999999999
Enflamed Ring of Storms,8,0.008
Greater Wand of Vengeance,3,0.003
Enflamed Bracelet of Pain,6,0.006
Gold Amulet of Storms,1,0.001
Wood Axe of Arcane,2,0.002
Sage Pendant of Lightning,5,0.005
Divine Cloak of Abyss,11,0.011000000000000001
Cryptic Choker of Suffering,6,0.006
Demonic Quarterstaff of Insanity,1,0.001
Lava-Forged Bracelet of Warding,4,0.004
Sage Pendant,2,0.002
Worn Bracer of Arcane,4,0.004
Possessed Pendant of Light,7,0.006999999999999999
Cast Iron Warhammer of Rage,2,0.002
Demonic Staff of Moon,1,0.001
Steel Rapier of Healing,1,0.001
Crystal Necklace of Insanity,2,0.002
Shadow Halberd of Healing,2,0.002
Plague Pendant,2,0.002
Worn Short Bow of Healing,5,0.005
Amulet of Arcane,4,0.004
Bronze Bracer of Healing,10,0.01
Lava-Forged Long Sword of Torment,4,0.004
Forged Halberd of Lightning,3,0.003
Lava-Forged Choker of Destruction,5,0.005
Forged Short Bow of Moon,2,0.002
Ancient Morningstar of Torment,3,0.003
Crimson Amulet of Insanity,6,0.006
Champion Mace of Destruction,2,0.002
Crimson Necklace of Destruction,4,0.004
Possessed Amulet of Moon,5,0.005
Bronze Double Bow of Might,4,0.004
Steel Morningstar of Light,2,0.002
Cast Iron Wand of Might,2,0.002
Wood Axe,2,0.002
Sage Necklace of Vengeance,5,0.005
Shadow Scythe of Arcane,3,0.003
Imbued Ring of Pain,6,0.006
Mystic Double Bow of Void,1,0.001
Necklace of Insanity,3,0.003
Shadow Quarterstaff of Lightning,2,0.002
Mystic Tome of Abyss,1,0.001
Enchanted Bracelet of Storms,5,0.005
Gold Bracer of Wit,4,0.004
Demonic Double Bow of Rage,4,0.004
Steel Staff of Void,1,0.001
Bronze Staff of Doom,2,0.002
Mystic Warhammer of Lightning,1,0.001
True Ring of Arcane,4,0.004
Long Bow of Vengeance,2,0.002
Lava-Forged Ring of Fiery Might,4,0.004
Imbued Amulet of Destruction,4,0.004
Demonic Fire Flame of Shadows,3,0.003
Demonic Halberd of Sun,1,0.001
Wood Scythe of Brilliance,2,0.002
Diamond Pendant of Torment,2,0.002
Ancient Double Bow of Pain,2,0.002
Steel Scepter of Abyss,3,0.003
Demonic Scepter of Doom,1,0.001
Silver Bracelet of Warding,5,0.005
Exquisite Choker of Wit,5,0.005
Divine Bracer of Brilliance,3,0.003
Cracked Scythe of Shadows,2,0.002
Diamond Bracer,7,0.006999999999999999
Divine Pendant of Vengeance,7,0.006999999999999999
Mystic Tome,1,0.001
Ancient Greater Wand of Rage,1,0.001
True Bracer of Insanity,11,0.011000000000000001
Champion Tome of Torment,1,0.001
Crystal Amulet of Skill,3,0.003
Shadow Morningstar of Sun,2,0.002
Mystic Greater Wand of Pain,2,0.002
Divine Bracelet of Skill,3,0.003
Shadow Scepter of Storms,1,0.001
Diamond Bracer of Might,4,0.004
Forged Scythe of Might,1,0.001
Enflamed Amulet of Fiery Might,5,0.005
True Pendant of Insanity,7,0.006999999999999999
Worn Long Bow of Might,3,0.003
Possessed Necklace of Vengeance,4,0.004
Lava-Forged Quarterstaff of Doom,1,0.001
Champion Boots of Arcane,12,0.012
Lava-Forged Choker of Shadows,5,0.005
Forged Long Sword of Void,1,0.001
Ancient Fire Flame of Wit,3,0.003
Ancient Ice Flame of Shadows,3,0.003
Elemental Amulet of Abyss,3,0.003
Worn Fire Flame of Might,1,0.001
Reinforced Long Bow of Pain,1,0.001
Lava-Forged Dagger of Vengeance,1,0.001
Bronze Bracer of Warding,7,0.006999999999999999
True Choker of Pain,5,0.005
Champion Halberd of Rage,3,0.003
Plague Necklace of Arcane,2,0.002
Worn Ice Flame of Might,4,0.004
Staff of Warding,3,0.003
Enflamed Bracer of Vengeance,5,0.005
Bronze Quarterstaff of Healing,1,0.001
Werewolf Chest of Skill,9,0.009000000000000001
Dragonscale Amulet of Void,1,0.001
Reinforced Double Bow of Suffering,1,0.001
